13,27,4,25,0,49,59,44,7,60,1
13,27,4,17,0,49,59,44,7,60,0
55,2,15,0,58,46,21,22,50,32,1
55,5,15,0,58,46,21,22,50,32,0
33,52,23,16,60,0,48,57,22,2,1
33,52,23,16,60,0,25,57,22,2,0
51,11,17,1,29,0,3,60,36,56,1
51,11,17,1,29,0,14,60,36,56,0
2,3,9,20,41,60,45,33,0,55,1
2,3,4,20,41,60,45,33,0,55,0
19,3,7,51,57,37,59,0,46,36,1
19,3,7,35,57,37,59,0,46,36,0
52,4,25,60,41,13,18,3,0,58,1
52,4,25,60,41,33,18,3,0,58,0
24,4,60,11,51,1,45,29,43,0,1
24,4,60,11,51,1,30,29,43,0,0
54,30,43,3,22,10,45,59,4,0,1
54,30,43,3,22,10,45,1,4,0,0
51,58,14,0,25,4,43,1,20,60,1
51,58,14,0,25,4,40,1,20,60,0
15,14,39,2,34,57,0,60,50,6,1
15,14,39,2,34,57,0,45,50,6,0
0,31,21,58,5,43,60,49,8,1,1
0,31,21,58,5,43,60,49,17,1,0
5,20,0,1,49,60,58,26,36,8,1
5,20,0,1,49,60,16,26,36,8,0
42,0,60,8,48,31,58,22,7,3,1
42,0,60,8,51,31,58,22,7,3,0
0,1,55,41,23,26,6,53,10,34,1
0,1,55,41,23,27,6,53,10,34,0
7,27,2,24,35,1,56,54,11,42,1
7,32,2,24,35,1,56,54,11,42,0
57,28,3,36,55,12,25,8,2,43,1
57,28,3,36,44,12,25,8,2,43,0
4,37,3,9,56,44,26,58,29,13,1
4,37,3,9,56,44,26,58,29,41,0
10,30,27,5,38,4,59,14,57,45,1
10,30,27,5,38,51,59,14,57,45,0
6,28,5,60,15,31,11,39,58,46,1
6,28,45,60,15,31,11,39,58,46,0
4,1,46,23,31,11,60,44,5,55,1
4,1,46,23,31,11,25,44,5,55,0
60,4,38,52,37,47,58,20,1,8,1
60,32,38,52,37,47,58,20,1,8,0
1,23,9,24,57,60,14,41,3,53,1
1,23,9,24,57,60,14,41,45,53,0
56,1,22,46,55,15,50,33,30,3,1
56,1,22,46,55,15,50,33,30,24,0
57,34,47,23,2,4,31,16,56,51,1
57,34,47,23,2,4,31,16,5,51,0
24,35,57,3,32,52,48,5,58,17,1
24,35,57,3,32,52,38,5,58,17,0
4,18,59,6,58,36,33,53,25,49,1
4,18,59,6,58,36,33,53,25,0,0
7,34,50,37,54,19,26,59,5,60,1
7,34,50,38,54,19,26,59,5,60,0
33,16,47,1,3,23,51,56,22,59,1
33,16,47,1,41,23,51,56,22,59,0
57,4,52,23,2,17,60,24,48,34,1
57,4,52,36,2,17,60,24,48,34,0
37,27,57,38,9,59,44,1,4,13,1
37,27,57,38,9,59,44,1,18,13,0
10,45,58,28,14,5,38,39,60,2,1
10,45,37,28,14,5,38,39,60,2,0
57,38,30,50,56,17,60,1,15,6,1
57,38,30,50,42,17,60,1,15,6,0
54,10,21,60,0,26,45,58,46,3,1
54,10,21,48,0,26,45,58,46,3,0
3,26,12,56,0,36,43,8,58,37,1
3,26,42,56,0,36,43,8,58,37,0
37,0,12,3,44,58,60,8,27,38,1
37,0,12,3,44,58,60,24,27,38,0
42,5,0,1,58,52,22,45,60,33,1
42,53,0,1,58,52,22,45,60,33,0
0,10,53,60,36,58,16,28,1,39,1
0,10,48,60,36,58,16,28,1,39,0
57,0,60,40,5,27,51,19,15,58,1
57,0,60,40,5,27,51,19,3,58,0
8,0,56,57,2,35,60,47,19,42,1
8,0,56,1,2,35,60,47,19,42,0
59,0,55,37,16,5,56,49,14,29,1
59,20,55,37,16,5,56,49,14,29,0
31,4,0,57,9,60,59,49,43,24,1
31,50,0,57,9,60,59,49,43,24,0
40,60,46,35,17,2,0,59,9,56,1
40,60,46,35,17,8,0,59,9,56,0
31,56,49,0,36,15,59,9,60,17,1
31,56,49,0,36,15,59,9,24,17,0
16,1,47,35,60,0,11,53,33,56,1
16,5,47,35,60,0,11,53,33,56,0
60,55,59,2,0,34,52,24,11,40,1
60,55,59,2,35,34,52,24,11,40,0
55,29,52,2,39,11,60,59,17,0,1
55,29,52,2,39,11,60,59,17,24,0
59,27,18,55,60,0,38,15,2,8,1
59,27,4,55,60,0,38,15,2,8,0
52,60,18,12,2,29,0,57,53,38,1
52,60,18,12,2,29,0,57,24,38,0
24,60,57,35,14,53,9,41,1,0,1
24,47,57,35,14,53,9,41,1,0,0
52,13,8,2,23,56,22,59,0,40,1
52,13,8,2,23,6,22,59,0,40,0
45,55,0,14,29,21,49,2,54,32,1
45,55,0,14,29,7,49,2,54,32,0
59,7,46,51,19,0,3,60,36,25,1
59,7,46,14,19,0,3,60,36,25,0
21,59,60,50,0,24,2,7,32,44,1
21,59,60,50,0,24,23,7,32,44,0
60,44,13,0,25,49,27,4,59,7,1
60,44,13,0,25,49,40,4,59,7,0
46,0,50,22,58,21,32,55,2,15,1
46,0,50,22,58,21,32,55,2,54,0
48,23,57,16,22,52,33,0,2,60,1
8,23,57,16,22,52,33,0,2,60,0
3,36,0,56,60,1,29,51,11,17,1
3,7,0,56,60,1,29,51,11,17,0
3,60,9,0,41,45,20,33,2,55,1
3,60,9,0,41,45,20,33,44,55,0
57,36,3,19,7,37,51,59,0,46,1
57,36,3,19,41,37,51,59,0,46,0
3,25,4,41,58,18,60,0,52,13,1
3,25,4,41,32,18,60,0,52,13,0
29,0,4,45,11,51,24,43,60,1,1
29,5,4,45,11,51,24,43,60,1,0
0,22,43,3,30,59,54,45,4,10,1
0,25,43,3,30,59,54,45,4,10,0
4,20,1,58,25,43,0,60,14,51,1
4,20,1,36,25,43,0,60,14,51,0
50,0,34,15,2,39,6,57,60,14,1
50,11,34,15,2,39,6,57,60,14,0
8,0,49,60,1,58,5,43,31,21,1
8,0,49,60,1,58,5,43,35,21,0
58,0,60,26,8,1,49,20,36,5,1
58,0,60,3,8,1,49,20,36,5,0
3,8,0,48,60,42,58,7,31,22,1
3,8,16,48,60,42,58,7,31,22,0
0,10,26,55,23,1,41,34,6,53,1
0,10,26,25,23,1,41,34,6,53,0
2,24,7,42,54,27,35,1,56,11,1
2,24,7,42,54,27,35,31,56,11,0
3,2,12,28,57,43,8,36,25,55,1
3,2,12,21,57,43,8,36,25,55,0
56,4,3,26,9,37,13,44,58,29,1
56,4,3,26,9,33,13,44,58,29,0
38,14,27,10,30,59,57,45,4,5,1
38,52,27,10,30,59,57,45,4,5,0
6,46,5,15,11,28,60,31,39,58,1
6,46,5,15,11,28,60,31,39,43,0
23,1,46,4,11,44,55,5,60,31,1
23,1,46,4,11,44,55,5,60,50,0
8,47,20,52,58,38,1,37,60,4,1
8,47,20,52,58,38,1,37,60,15,0
9,53,3,14,23,60,57,41,1,24,1
9,53,3,14,23,33,57,41,1,24,0
33,56,15,1,3,50,22,46,30,55,1
33,9,15,1,3,50,22,46,30,55,0
4,34,23,47,16,51,57,31,56,2,1
29,34,23,47,16,51,57,31,56,2,0
52,5,48,17,32,58,57,3,35,24,1
52,5,48,17,32,58,0,3,35,24,0
53,49,18,36,59,33,58,25,4,6,1
20,49,18,36,59,33,58,25,4,6,0
5,37,26,34,59,19,54,7,60,50,1
5,37,26,44,59,19,54,7,60,50,0
51,16,56,3,23,22,1,47,59,33,1
51,40,56,3,23,22,1,47,59,33,0
2,57,4,23,24,48,52,17,60,34,1
2,57,4,23,5,48,52,17,60,34,0
57,9,37,38,1,13,59,4,27,44,1
57,9,37,38,1,13,59,42,27,44,0
38,5,60,28,14,58,2,45,10,39,1
38,5,60,28,14,58,2,15,10,39,0
60,56,38,17,15,30,57,1,50,6,1
60,56,38,17,15,30,57,1,50,20,0
46,58,21,3,54,10,45,60,0,26,1
46,58,21,3,54,10,45,33,0,26,0
8,43,56,36,12,0,58,26,3,37,1
8,43,56,36,12,0,58,26,3,16,0
27,58,3,60,38,12,0,8,37,44,1
27,58,3,55,38,12,0,8,37,44,0
1,58,22,45,42,33,5,0,52,60,1
1,58,22,45,42,14,5,0,52,60,0
28,0,36,58,10,60,39,16,1,53,1
28,0,36,58,10,60,39,16,12,53,0
40,15,58,27,57,5,51,0,60,19,1
40,15,58,27,57,5,16,0,60,19,0
0,2,42,56,57,19,60,47,8,35,1
0,2,42,56,57,19,60,24,8,35,0
5,0,14,37,56,29,16,59,49,55,1
5,0,13,37,56,29,16,59,49,55,0
9,57,43,59,60,31,49,4,0,24,1
9,57,43,16,60,31,49,4,0,24,0
59,35,56,46,9,17,0,60,2,40,1
59,35,56,46,9,17,0,60,45,40,0
9,31,59,0,49,60,15,17,56,36,1
9,31,59,16,49,60,15,17,56,36,0
60,11,47,56,53,0,16,1,35,33,1
3,11,47,56,53,0,16,1,35,33,0
11,2,0,40,60,52,55,59,24,34,1
11,2,0,40,60,52,55,59,24,9,0
17,55,2,29,11,39,60,52,0,59,1
17,55,2,29,4,39,60,52,0,59,0
2,15,0,18,59,38,8,55,27,60,1
2,15,0,18,59,38,14,55,27,60,0
60,38,12,52,53,29,57,2,0,18,1
60,13,12,52,53,29,57,2,0,18,0
0,53,14,41,24,57,35,60,1,9,1
0,53,14,41,24,57,35,60,1,48,0
22,59,0,56,52,13,2,8,40,23,1
22,59,0,56,53,13,2,8,40,23,0
49,54,29,0,55,2,45,21,14,32,1
49,54,29,0,55,2,27,21,14,32,0
60,46,0,19,25,36,3,59,51,7,1
60,46,0,37,25,36,3,59,51,7,0
60,59,24,50,21,7,2,44,0,32,1
39,59,24,50,21,7,2,44,0,32,0
0,4,44,7,13,49,59,25,60,27,1
0,4,39,7,13,49,59,25,60,27,0
21,2,46,0,58,55,32,50,15,22,1
16,2,46,0,58,55,32,50,15,22,0
16,57,23,2,48,0,22,52,33,60,1
16,57,23,2,10,0,22,52,33,60,0
0,11,60,51,1,17,29,36,56,3,1
0,11,60,51,1,17,29,36,56,53,0
3,2,33,55,20,60,45,41,9,0,1
3,2,36,55,20,60,45,41,9,0,0
37,19,51,0,3,59,57,46,7,36,1
37,19,25,0,3,59,57,46,7,36,0
41,25,18,58,0,3,60,4,13,52,1
41,25,18,58,35,3,60,4,13,52,0
43,29,4,24,45,0,51,60,11,1,1
43,29,4,24,7,0,51,60,11,1,0
54,30,4,0,59,3,43,22,10,45,1
54,30,4,52,59,3,43,22,10,45,0
14,58,4,60,1,43,0,25,51,20,1
14,58,4,60,52,43,0,25,51,20,0
57,0,14,50,39,34,2,15,60,6,1
57,0,36,50,39,34,2,15,60,6,0
1,21,58,43,0,31,60,8,5,49,1
1,50,58,43,0,31,60,8,5,49,0
49,60,26,1,0,36,8,58,20,5,1
49,21,26,1,0,36,8,58,20,5,0
22,7,60,31,58,0,8,3,48,42,1
22,7,60,31,58,0,8,3,45,42,0
26,1,53,23,0,55,34,6,41,10,1
26,1,53,23,0,55,34,59,41,10,0
27,54,11,42,1,24,35,7,56,2,1
27,54,11,42,1,24,35,7,56,9,0
2,57,28,12,8,25,36,3,43,55,1
32,57,28,12,8,25,36,3,43,55,0
29,44,26,4,3,9,58,13,56,37,1
29,44,26,4,3,9,58,13,12,37,0
4,59,5,30,45,27,57,38,14,10,1
4,44,5,30,45,27,57,38,14,10,0
5,39,31,28,6,11,60,46,58,15,1
5,39,31,27,6,11,60,46,58,15,0
4,5,11,44,23,31,1,60,55,46,1
4,5,11,44,23,15,1,60,55,46,0
37,8,4,60,52,47,58,38,1,20,1
37,8,4,60,52,47,58,38,6,20,0
60,53,23,57,41,24,9,3,14,1,1
60,53,23,57,41,24,9,3,58,1,0
55,46,30,3,22,33,50,1,15,56,1
55,46,30,3,22,33,50,1,15,40,0
56,57,2,23,51,31,34,4,47,16,1
56,57,2,23,51,30,34,4,47,16,0
58,5,52,57,35,3,32,24,48,17,1
58,56,52,57,35,3,32,24,48,17,0
58,33,4,53,36,49,18,25,59,6,1
58,33,4,53,36,49,18,25,59,8,0
19,34,5,54,50,26,60,59,7,37,1
19,34,44,54,50,26,60,59,7,37,0
23,16,22,3,51,59,1,33,47,56,1
23,16,22,3,51,57,1,33,47,56,0
17,52,23,2,60,48,34,57,24,4,1
36,52,23,2,60,48,34,57,24,4,0
57,9,44,27,38,4,37,59,1,13,1
57,9,44,27,38,4,37,58,1,13,0
58,2,45,14,28,39,10,60,5,38,1
30,2,45,14,28,39,10,60,5,38,0
17,15,30,60,6,56,50,1,38,57,1
17,58,30,60,6,56,50,1,38,57,0
58,10,0,3,46,26,54,45,21,60,1
58,10,0,13,46,26,54,45,21,60,0
26,36,37,56,8,43,3,0,12,58,1
26,36,37,56,8,43,3,0,12,28,0
27,44,38,12,58,3,60,8,0,37,1
27,44,38,12,58,3,60,8,0,16,0
1,0,33,42,22,52,45,5,60,58,1
1,0,46,42,22,52,45,5,60,58,0
16,1,10,36,39,28,0,53,60,58,1
16,1,13,36,39,28,0,53,60,58,0
27,0,19,40,5,60,15,57,58,51,1
27,0,19,40,5,60,4,57,58,51,0
8,60,19,47,57,35,2,56,0,42,1
8,43,19,47,57,35,2,56,0,42,0
49,14,56,5,16,59,0,37,55,29,1
49,14,56,5,41,59,0,37,55,29,0
49,43,31,4,24,59,60,57,0,9,1
49,43,31,30,24,59,60,57,0,9,0
40,9,46,56,2,59,17,35,60,0,1
40,9,46,56,2,16,17,35,60,0,0
31,0,59,15,56,60,17,9,36,49,1
31,0,59,15,56,32,17,9,36,49,0
16,33,60,35,11,1,56,0,53,47,1
16,33,60,35,11,1,56,0,27,47,0
40,11,52,2,0,59,34,55,24,60,1
40,11,52,2,0,37,34,55,24,60,0
0,29,39,52,2,17,11,55,60,59,1
0,29,39,19,2,17,11,55,60,59,0
27,18,8,15,0,59,2,38,60,55,1
27,13,8,15,0,59,2,38,60,55,0
60,12,53,29,0,2,52,38,18,57,1
60,12,50,29,0,2,52,38,18,57,0
57,53,24,0,60,41,9,14,35,1,1
57,53,24,0,60,41,9,14,35,17,0
13,59,56,8,52,23,0,40,2,22,1
13,59,56,3,52,23,0,40,2,22,0
2,54,29,0,55,45,21,14,32,49,1
2,54,29,0,55,45,21,14,30,49,0
0,3,60,19,25,7,36,59,51,46,1
52,3,60,19,25,7,36,59,51,46,0
7,24,59,0,21,60,50,44,2,32,1
7,24,59,20,21,60,50,44,2,32,0
27,49,4,7,25,59,0,13,60,44,1
27,49,4,7,25,59,43,13,60,44,0
22,2,0,46,50,15,58,32,55,21,1
22,2,0,46,50,15,58,18,55,21,0
33,52,0,16,57,23,60,2,48,22,1
33,52,0,16,57,23,60,2,48,8,0
1,0,11,60,51,36,3,29,56,17,1
1,0,11,60,51,50,3,29,56,17,0
55,2,20,60,33,9,45,3,41,0,1
55,2,24,60,33,9,45,3,41,0,0
51,37,46,7,59,19,57,3,36,0,1
51,37,46,7,45,19,57,3,36,0,0
25,3,4,58,52,18,41,13,0,60,1
25,3,4,58,52,18,6,13,0,60,0
29,11,24,0,45,60,4,43,51,1,1
29,11,24,0,45,60,4,37,51,1,0
45,3,43,4,10,54,59,22,30,0,1
45,3,43,13,10,54,59,22,30,0,0
4,51,25,14,1,58,0,43,20,60,1
4,51,25,14,1,58,0,2,20,60,0
2,60,50,6,14,0,57,39,34,15,1
2,60,50,16,14,0,57,39,34,15,0
8,1,49,21,0,5,60,58,43,31,1
8,1,49,21,0,5,60,58,14,31,0
1,58,49,8,60,26,20,5,0,36,1
1,58,49,50,60,26,20,5,0,36,0
42,22,60,8,31,7,58,0,48,3,1
42,22,11,8,31,7,58,0,48,3,0
26,6,34,55,10,41,0,53,23,1,1
15,6,34,55,10,41,0,53,23,1,0
56,54,27,2,24,42,1,35,7,11,1
56,54,27,9,24,42,1,35,7,11,0
25,2,36,8,12,28,43,3,57,55,1
25,2,36,8,12,28,43,3,40,55,0
4,26,13,9,37,29,3,44,56,58,1
4,26,13,9,16,29,3,44,56,58,0
38,45,14,5,4,27,10,57,30,59,1
38,45,14,28,4,27,10,57,30,59,0
11,60,15,46,6,28,5,58,31,39,1
11,60,15,46,6,28,5,35,31,39,0
60,5,4,55,1,46,11,31,44,23,1
56,5,4,55,1,46,11,31,44,23,0
58,38,52,20,4,60,47,37,8,1,1
58,38,52,20,4,60,29,37,8,1,0
60,57,53,23,9,1,24,41,14,3,1
60,57,53,23,9,1,12,41,14,3,0
30,3,56,55,1,15,46,22,33,50,1
30,3,56,55,1,15,46,22,33,38,0
56,51,4,2,47,57,16,34,31,23,1
56,51,4,2,47,59,16,34,31,23,0
35,48,57,3,52,24,58,32,17,5,1
35,48,57,3,52,24,58,32,17,16,0
18,6,33,59,4,36,58,25,49,53,1
18,6,33,59,4,36,26,25,49,53,0
59,34,50,19,37,26,60,54,7,5,1
59,34,50,19,37,0,60,54,7,5,0
3,33,56,59,1,23,22,51,47,16,1
3,33,56,59,4,23,22,51,47,16,0
48,4,24,34,2,57,17,52,23,60,1
48,4,24,34,2,57,32,52,23,60,0
13,59,44,4,37,57,38,27,9,1,1
23,59,44,4,37,57,38,27,9,1,0
38,5,60,58,14,45,2,10,39,28,1
23,5,60,58,14,45,2,10,39,28,0
60,57,6,1,30,56,38,17,15,50,1
60,57,6,1,16,56,38,17,15,50,0
45,58,10,46,26,60,3,0,21,54,1
45,58,10,34,26,60,3,0,21,54,0
56,58,12,0,43,26,36,37,8,3,1
56,58,15,0,43,26,36,37,8,3,0
44,27,60,12,58,38,0,8,3,37,1
44,27,60,12,58,38,54,8,3,37,0
22,5,60,1,0,52,42,33,58,45,1
22,5,60,1,0,52,42,33,58,44,0
28,39,53,58,16,36,60,1,0,10,1
28,39,5,58,16,36,60,1,0,10,0
57,19,15,5,40,0,60,27,51,58,1
57,19,26,5,40,0,60,27,51,58,0
42,60,8,56,2,19,57,35,0,47,1
42,60,8,56,2,19,57,49,0,47,0
0,5,37,56,14,49,59,55,16,29,1
0,5,37,56,14,4,59,55,16,29,0
4,43,31,60,9,0,24,57,59,49,1
4,43,31,60,9,0,24,57,7,49,0
0,2,59,56,35,9,60,46,40,17,1
0,2,59,56,35,51,60,46,40,17,0
60,9,36,15,59,0,17,31,49,56,1
60,9,36,15,59,18,17,31,49,56,0
33,0,1,53,11,56,16,47,60,35,1
33,0,1,53,11,56,16,18,60,35,0
24,0,11,59,60,34,40,52,2,55,1
24,0,11,36,60,34,40,52,2,55,0
11,39,0,17,52,29,55,60,59,2,1
11,39,0,17,52,29,55,60,5,2,0
18,8,0,27,15,38,60,55,59,2,1
18,8,0,27,15,38,60,16,59,2,0
60,12,53,57,52,29,0,38,18,2,1
60,12,53,57,52,29,0,15,18,2,0
57,41,24,0,60,53,14,1,9,35,1
57,41,24,33,60,53,14,1,9,35,0
22,59,52,40,23,8,56,13,2,0,1
22,37,52,40,23,8,56,13,2,0,0
49,32,14,2,54,45,55,0,21,29,1
49,32,14,51,54,45,55,0,21,29,0
19,51,60,3,36,25,7,46,0,59,1
19,51,60,31,36,25,7,46,0,59,0
24,44,2,32,60,59,21,7,0,50,1
24,44,2,32,60,11,21,7,0,50,0
0,4,27,25,49,60,7,59,13,44,1
0,4,27,47,49,60,7,59,13,44,0
15,50,46,55,2,32,58,21,0,22,1
15,50,46,55,2,16,58,21,0,22,0
33,23,2,48,22,0,16,52,60,57,1
33,23,30,48,22,0,16,52,60,57,0
60,3,29,1,17,56,0,51,36,11,1
60,3,29,1,17,56,58,51,36,11,0
45,20,41,0,55,2,9,33,3,60,1
45,20,41,0,47,2,9,33,3,60,0
59,7,46,3,57,36,37,51,0,19,1
55,7,46,3,57,36,37,51,0,19,0
13,4,52,0,58,18,60,3,41,25,1
13,4,52,0,58,18,60,3,41,14,0
11,1,43,24,0,60,29,51,45,4,1
11,6,43,24,0,60,29,51,45,4,0
10,54,43,22,4,0,45,3,59,30,1
38,54,43,22,4,0,45,3,59,30,0
51,1,20,58,43,0,4,60,14,25,1
35,1,20,58,43,0,4,60,14,25,0
0,14,34,60,50,6,39,57,2,15,1
0,14,34,60,50,6,28,57,2,15,0
60,58,0,21,31,8,1,49,43,5,1
60,58,0,21,31,8,1,34,43,5,0
36,20,60,58,49,8,1,0,26,5,1
36,20,60,58,49,8,1,0,25,5,0
22,3,31,42,0,8,7,48,60,58,1
22,3,31,42,0,8,7,48,60,2,0
53,41,55,10,34,1,26,23,0,6,1
58,41,55,10,34,1,26,23,0,6,0
2,35,54,1,7,42,27,11,56,24,1
2,35,54,1,7,36,27,11,56,24,0
28,43,3,12,2,55,25,8,36,57,1
28,43,3,12,2,55,25,16,36,57,0
37,29,13,26,56,4,58,3,9,44,1
37,29,13,41,56,4,58,3,9,44,0
4,10,57,14,38,59,45,30,5,27,1
4,10,52,14,38,59,45,30,5,27,0
15,58,31,60,39,46,5,11,28,6,1
15,58,29,60,39,46,5,11,28,6,0
55,11,5,4,46,31,1,23,44,60,1
55,11,5,4,46,31,1,26,44,60,0
4,58,52,38,8,1,47,37,60,20,1
4,58,52,38,8,1,47,37,60,39,0
60,41,9,53,1,24,14,57,3,23,1
60,41,9,53,1,24,14,57,43,23,0
3,55,1,33,50,30,22,46,56,15,1
3,27,1,33,50,30,22,46,56,15,0
23,57,4,56,2,31,51,34,16,47,1
23,57,8,56,2,31,51,34,16,47,0
3,24,58,32,5,52,57,35,48,17,1
3,24,58,32,5,52,57,13,48,17,0
4,58,18,36,49,33,25,59,53,6,1
4,58,18,36,49,33,25,35,53,6,0
